RTT,FPS,CPU,GPU,Memory,BatteryStatus,BatteryLevel
35,30.48873,0,0,0,,0
40.1,20.83387,0,0,0,,0
43.99,49.75304,0,0,0,,0
50.891,29.17737,0,0,0,,0
